adj	nn	attribute	semclass	status	context
tief	Atemzug	intensity	body	collocation	Bei Inhalation von Tyloxapol können die ersten tiefen Atemzüge Hustenreiz auslösen , der nach der Benetzung der Schleimhaut wieder verschwindet .
offen	Atmosphäre	description	attribute	collocation	Ein aktiver Informationsaustausch zwischen Experten und Interessierten in einer offenen Atmosphäre steht im Vordergrund jedes Bibcamps .
rau	Atmosphäre	description	attribute	collocation	Der Film sorgte wegen der rauen Atmosphäre , die hinter den Kulissen des Nobelrestaurants herrscht , in Dänemark für größeres Aufsehen .
hart	Attacke	intensity	event	collocation	Angriffe auf Vorstände waren an der Tagesordnung , oft gab es harte Attacken von Seiten der Clubs .
scharf	Attacke	intensity	event	collocation	Von ihrem Exil aus griff sie jahrzehntelang mit scharfen Attacken in die deutschen religiösen Kontroversen ein .
stürmisch	Attacke	emotion	event	collocation	Die stürmische Attacke der Kommission gegen die Bürokratie , durch die die KMU am Vordringen auf dem wachsenden und kräftigen europäischen Binnenmarkt gehindert werden , ist sehr zu begrüßen .
wild	Attacke	manner	event	collocation	Die Ayyubiden wurden von der wilden Attacke der schwergepanzerten Ritter völlig überrumpelt .
steil	Auffahrt	dimension	location	free	Der Schwerpunkt der Hauptstraße liegt beim barocken Marktbrunnen , wo eine breite steile Auffahrt gegen den Marktplatz und den Burgbereich abzweigt .
historisch	Aufgabe	importance	event	collocation	Die Abwendung der Euro-Krise bezeichnete sie als " historische Aufgabe " und betonte , " Europa ist ohne den Euro nicht mehr denkbar . "
leicht	Aufgabe	effort	event	collocation	Sie müssen in die Lage versetzt werden , diese effizient zu nutzen , was angesichts der oben beschriebenen Komplexität der nötigen Infrastruktur keine leichte Aufgabe mehr ist .
hart	Auflage	rigidity	event	collocation	1931 konnte der Staatsbankrott nur durch einen von harten Auflagen begleiteten Kredit kanadischer Banken abgewehrt werden .
scharf	Auflage	rigidity	event	collocation	Auch im folgenden Jahr kam es zu einer Veranstaltung der NPD , nun mit schärferen Auflagen ( zum Beispiel ein Verbot für Uniformteile und Springerstiefel ) .
hell	Aufregung	intensity	feeling	collocation	Landov ist in heller Aufregung , zerrt seinen Kumpan in sein Geheimlabor und will unbedingt seine Pergamentteilstücke mit dem neuen Wörmanns vergleichen .
hell	Aufruhr	intensity	feeling	collocation	= > wöchentliche Demonstrationen gegen Flüchtlinge , Einquartierung von Asylwerbern bis zum Erreichen der Quote Die gesamte Gemeinde in heller Aufruhr , was da alles passieren wird .
leicht	Aufschwung	intensity	event	collocation	Erst durch die Bauernbefreiung und den ab 1855 einsetzenden Tourismus erlebte die Gemeinde einen leichten Aufschwung .
steil	Aufschwung	intensity	event	collocation	Im späten 19. Jahrhundert nahm der Ort als Wohnsiedlung der Arbeitern des 1898 erbauten neuen " Stahlwerks Charlottenhütte " einen steilen Aufschwung .
stürmisch	Aufschwung	speed	event	collocation	Nach der bisher schon stetigen Aufwärtsentwicklung nahmen die beiden Schwesterfirmen jetzt einen ungeahnten , ja stürmischen Aufschwung .
zart	Aufschwung	intensity	event	collocation	In der europäischen Wirtschaft hingegen würde der zarte Aufschwung wieder vorbei sein und die Arbeitslosigkeit wieder steigen .
frischgebacken	Aufsteiger	time	group	collocation	Zur Saison 1978 / 1979 wechselte er zum frischgebackenen Aufsteiger in die Fußball-Bundesliga SV Darmstadt 98.
steil	Aufstieg	dimension	event	collocation	Dabei werden die Abteile ganz weit nach oben gezogen und der Besucher erlebt einen steilen Aufstieg .
zäh	Auftakt	description	time	collocation	Nach einem zähen Auftakt überstand man die Vorrunde problemlos , ehe man im Halbfinale den letzten europäischen Vertreter mit 6:1 deklassierte .
starr	Aufteilung	rigidity	relation	collocation	Die Choroplethen-Darstellung kann bei falscher Wahl der Bezugsflächen wegen der meist starren Aufteilung in feste Untereinheiten Fehler erzeugen .
frech	Auftreten	description	cognition	free	Im Vergleich zu ihren schrägen , gewagten Clips aus den Anfängen der Comedy-Gruppe sind ihre TV-Sendungen deutlich gesitteter , jedoch mit Beibehaltung ihres teils frechen Auftretens .
sicher	Auftreten	charakter	cognition	collocation	Dem Vater selber bescheinigt die Tochter " sicheres Auftreten " , " schwachen Willen " , Heucheln religiöser Gefühle und Talentlosigkeit .
mächtig	Auftrieb	intensity	feeling	collocation	Minute gelang Tore Vikingstad mit dem 3 : 5 eine weitere Resultatsverbesserung für die SCORPIONS , die dadurch wieder mächtigen Auftrieb erhielten .
stark	Auftritt	power	event	collocation	Nach starken Auftritten bei den " Wolves " verletzte sich McNamara schwer am Knie beim Heimspiel gegen Leicester City im September 2005 .
steil	Aufwärtsentwicklung	intensity	event	collocation	Nachdem die Bottwartalbahn gebaut wurde , erhielt die Heilbronner Zuckerfabrik auf dem Rosenberg einen eigenen Gleisanschluss und nahm eine steile Aufwärtsentwicklung an .
stürmisch	Aufwärtsentwicklung	speed	event	collocation	Mit diesen zukunftsfähigen Produkten positionierte er die Fichtel & Sachs AG noch deutlicher als Automobilzulieferer , erlebte die stürmische Aufwärtsentwicklung der 1930er Jahre aber nicht mehr selbst .
leicht	Aufwärtstrend	intensity	event	collocation	Die Bevölkerung in der Gemeinde Monsec war bis 1999 rückläufig , sie hatte aber danach einen leichten Aufwärtstrend zu verzeichnen .
dunkel	Auge	brightness	body	free	Elisabeth hatte die schwarzen fülligen Haare , die dunklen Augen und die hohe Intelligenz von ihrer italienischen Mutter geerbt .
hell	Auge	brightness	body	free	Er hat außerdem helle Augen und die unbefiederte Haut rund um die Augen ist bei ihm gelb .
rund	Auge	shape	shape	free	Ein ESSA-6-Satellitenbild vom 30. August zeigt ein rundes Auge , das in eine zirkulare dichte Bewölkung eingebettet ist , die sich ihrerseits über fünf Breitengrade hinweg erstreckt .
scharf	Auge	precision	body	collocation	Heimdall war in der nordischen Mythologie ebenfalls der Wächter Asgards und insbesondere der Regenbogenbrücke Bifröst , der über sehr scharfe Augen und goldene Zähne verfügt .
schwarz	Auge	color	body	free	Die auffälligen schwarzen Augen sind von einem schmalen weißen Ring umrandet , der hinter dem Auge deutlich dicker wird .
tot	Auge	state	body	collocation	Diese haben alles verloren , von ihren Häusern verblieben nur Fassaden mit glaslosen Fenstern , wie tote Augen .
starr	Augen	movement	body	collocation	Der Kopf , die starren Augen und das Maul sind groß , der Unterkiefer überragt den Oberkiefer .
historisch	Augenblick	importance	time	collocation	Trotzdem entschloss sich Derk Bodde dazu , in Peking zu bleiben um bei diesem historischen Augenblick dabei zu sein .
dumm	August	intelligence	person	free	Meistens sind die Sympathien der Zuschauer eher beim warmherzigen , tölpelhaften dummen August als beim besserwisserischen Weißclown .
bitter	Aus	emotion	time	collocation	Im Jahre 1989 dann das bittere Aus : Der VfL Engelskirchen musste aus finanziellen Gründen aus der Bundesliga zurückziehen und versank in der Bedeutungslosigkeit der Kreisliga .
teuer	Ausbau	cost	event	free	Zentrales Wahlkampfthema war der gut fünf Milliarden Dollar teure Ausbau des Panama-Kanals , der für das Land von größter Bedeutung ist .
reich	Ausbeute	quantity	possession	collocation	So boten die damals noch seichten Gewässer des Regens eine reiche Ausbeute an Fischen .
frei	Ausbildungsplatz	social	location	collocation	Von 1995 bis zum Jahr 2005 hat WDR 2 in den Sommermonaten die " WDR-2 -Lehrstellenaktion " in Zusammenarbeit mit dem Landesarbeitsamt NRW veranstaltet , im Rahmen derer freie Ausbildungsplätze in NRW vermittelt wurden .
herrlich	Ausblick	evaluation	cognition	free	Später säumen bizarre Felsformationen den Weg , und es ergeben sich herrliche Ausblicke auf die Steilküste .
zäh	Ausdauer	constitution	attribute	collocation	Das Jahr 1833 liefert ein eigenthümliches Werk , ein Beispiel von zäher Ausdauer , dabei aber auch von staunenswerthen Kenntnissen .
mild	Ausdruck	description	communication	collocation	For allem ist er als notorischer Apple-Anbeter ( Fanboy ist ein zu milder Ausdruck ) bekannt .
deftig	Ausdrucksweise	description	cognition	collocation	Horváth urteilte : Kritiker bemängelten bei der Uraufführung die lockere , episodenhafte Handlungsführung und die bisweilen deftige Ausdrucksweise .
bitter	Auseinandersetzung	intensity	event	collocation	Die zarte panisraelische Bewegung war zu fragil , um sie mit der bitteren Auseinandersetzung über ältere Streitfragen zu belasten .
hart	Auseinandersetzung	intensity	event	collocation	Auf dem CSU-Landesparteitag im Oktober 2010 konnte sie diese Forderung nach harten Auseinandersetzungen durchsetzen , allerdings nur auf Landes- und Bezirksebene und nicht auf Ebene der Orts- und Kreisverbände .
offen	Auseinandersetzung	social	event	collocation	Teile der Stadt werden von Banden beherrscht , die sich in den vergangenen Jahren sowohl gegenseitig bekämpften als auch offene Auseinandersetzungen mit Polizei und Militär führten .
scharf	Auseinandersetzung	intensity	event	collocation	Im Leuchtturm treffen die beiden Männer aufeinander , und es kommt zu einer scharfen Auseinandersetzung , bei der die Fäuste fliegen .
zäh	Auseinandersetzung	description	event	collocation	Erst 1895 , nach mehreren Entwürfen und zähen Auseinandersetzungen , gelangten seine Bürger zur Aufstellung , jedoch zunächst nur mit Marmorsockel und an anderer Stelle .
knapp	Ausgang	certainty	event	collocation	Ihr gelangen in diesen Spielen auch elf Länderspieltore , wobei sie ihre Tore zumeist in Spielen mit knappen Ausgang erzielte .
offen	Ausgang	completeness	event	collocation	Livesendungen mit offenem Ausgang gehen vllt am Vormittag , frühen Nachmittag oder á la Club2 nach 22 / 23.
spät	Ausgleich	time	attribute	collocation	Dies änderte am 30. Spieltag , als die Arminia gegen den Erzrivalen Preußen Münster durch einen Abspielfehler Ortegas den späten Ausgleich zum 2 : 2 hinnehmen musste .
karg	Auskommen	quantity	possession	free	Ansonsten fanden die Menschen dort nur ein karges Auskommen , denn die Felder der kleinen , hängigen Rodungsgemarkung sind wenig fruchtbar .
knapp	Auskunft	description	communication	collocation	Die Umstände seiner Haft hat er niemals öffentlich beschrieben , er beschränkte sich auf die knappe Auskunft
reich	Ausländer	social	person	free	Nach Abschaffung der Pauschalbesteuerung für reiche Ausländer im Kanton Zürich kündigte Wekselberg an , im Herbst 2010 seinen Wohnort aus diesem Kanton in den Kanton Zug zu verlegen .
historisch	Ausmaß	importance	quantity	collocation	Die Europäische Union erlebt derzeit eine Flüchtlingskrise historischen Ausmaßes , die Koordination gestaltet sich bisher schwierig , seit Monaten gibt es keinen Konsens über die Verteilung der Flüchtlinge .
dumm	Ausrede	intelligence	communication	free	Und wenn Sie hier so einen Unfug posten machen sie sich mitschuldig , da Sie nach einer dummen Ausrede suchen .
stark	Ausrichtung	intensity	location	collocation	Als weiteres Indiz für einen Ursprung vom Mars wird oft auch die starke Ausrichtung nadelförmiger Kristalle in manchen SNC-Meteoriten genannt .
rund	Ausschnitt	shape	location	free	Norell wurde durch seine einfachen und doch eleganten Wollkleider mit einem hohen runden Ausschnitt bekannt .
tief	Ausschnitt	dimension	location	free	Lediglich in der Prostitution ist das Tragen eines besonders tiefen Ausschnittes zur Erregung der Aufmerksamkeit von Freiern nicht ungewöhnlich .
dumm	Äußerung	intelligence	communication	free	Selbstverständlich gibt es wegen solche dummen Äußerungen ethnische Konflikte , die sogar zum Krieg führen können .
herrlich	Aussicht	evaluation	cognition	free	Es hat 3 Schlafzimmer und 2 Bäder und ein komfortables Wohnzimmer mit Veranda , die herrliche Aussicht über den Fluss zu den Bergen jenseits hat .
sicher	Aussicht	certainty	attribute	collocation	Als die Konzession Ende 1873 in sicherer Aussicht stand , gab es jedoch Probleme , das notwendige Aktienkapital aufzubringen .
hölzern	Aussichtsplattform	material	artifact	free	Um 1900 stand nur noch der Turm , neben den man eine hölzerne Aussichtsplattform baute , die man spätestens seit 1920 Belvedere nannte . 1989 wurde die Kapelle wiedererrichtet .
hölzern	Aussichtsturm	material	artifact	free	Bereits 1893 wurde hier ein hölzerner Aussichtsturm , der 21 m hohe Hordtbergturm , errichtet , der 1906 durch den Bau eines massiven Bismarckturmes ersetzt wurde .
offen	Aussprache	social	communication	collocation	Der Haushaltsplan wird nach offener Aussprache sowohl von der Nationalversammlung als auch dem Nationalrat festgelegt .
karg	Ausstattung	quantity	artifact	collocation	Die karge Ausstattung und der weiße Innenanstrich , der Stützen und Bögen ausspart , unterstreichen die Proportionen des Raums .
reich	Ausstattung	description	artifact	collocation	Zimmer der tartarischen Gefangenen im kaiserlichen Palast mit Gemälden , reicher Ausstattung , lebensecht gemalten Tapeten und anderem chinesischen Schmuck .
frei	Austausch	social	communication	collocation	Die Interessen der Medienwirtschaft bestehe vor allem in der Anhäufung von Kapital und weniger im freien Austausch von Ideen .
frei	Auswahl	social	event	collocation	Wer aus einem riesigen Kartenspiel die höchste Spielkarte zog , durfte beginnen und hatte die sogenannte Freie Auswahl .
knapp	Auswahl	quantity	relation	collocation	Hier erfahren wir auch , dass der Band jene knappe Auswahl darstellt , die der Dichter noch selbst zur Veröffentlichung vorbereitete .
reich	Auswahl	quantity	person	collocation	Neben den politischen Motiven gibt es eine reiche Auswahl von Bildern von Tieren , Einzelfiguren und Ähnliches , aber auch dreidimensionale Werke .
alt	Auto	age	artifact	free	zumindest der sehr touristische Teil , der aus kleinen alten Häusern , vielen bunten Bäumen , Cafés alten Autos und sich tot stellenden Hunden besteht .
dick	Auto	type	artifact	collocation	Ein wasserstoffblonder , muskelbepackter , selbst in der Nacht Sonnenbrille tragender , Steroide fressender CIA-Typ , der auf dicke Autos , Stripperinnen und schwere Waffen steht .
offen	Auto	type	artifact	collocation	Um die Verwindungen des offenen Autos zu reduzieren , wurden die vordere und die hintere Spritzwand sowie die Seitenschweller verstärkt .
teuer	Auto	cost	artifact	free	Für Chiko beginnt ein rasanter Aufstieg : er leistet sich eine große Wohnung , ein teures Auto und wird Besitzer eines Restaurants mit seinem Namen .
